trade_id,product_id,counterparty_id,asset_class,currency,direction,notional,quantity,trade_date,settlement_date,settlement_status,exchange
T_00000194,PROD007,CP003,FX,CHF,BUY,13039444.72,76551,2024-08-14 00:00:00,2024-08-15 00:00:00,FAILED,LSE
T_00000195,PROD008,CP004,FX,CAD,SELL,12867080.55,64045,2024-09-08 00:00:00,2024-09-11 00:00:00,PENDING,LSE
T_00000196,PROD001,CP001,Equity,CHF,BUY,49516186.72,7699,2025-05-15 00:00:00,2025-05-20 00:00:00,CANCELLED,LSE
T_00000196,PROD006,CP001,Commodity,JPY,SELL,458063.94,66288,2024-08-24 00:00:00,2024-08-26 00:00:00,CANCELLED,NYSE
T_00000198,PROD009,CP004,FX,USD,BUY,26787369.41,37577,2024-01-18 00:00:00,2024-01-21 00:00:00,SETTLED,SGX
T_00000199,PROD007,CP001,Rates,AUD,SELL,40760904.32,35039,2024-07-15 00:00:00,2024-07-18 00:00:00,CANCELLED,SGX
T_00000200,PROD001,CP001,Credit,AUD,SELL,32687132.24,85183,2025-12-14 00:00:00,2025-12-15 00:00:00,CANCELLED,SGX
T_00000201,PROD007,CP003,Commodity,AUD,BUY,8570007.38,65518,2025-10-14 00:00:00,2025-10-13 00:00:00,SETTLED,LSE
T_00000202,PROD005,CP005,Commodity,XYZ,BUY,13555481.54,9745,2025-12-09 00:00:00,2025-12-13 00:00:00,PENDING,TSE
T_00000203,PROD010,CP002,Commodity,EUR,SELL,46443818.14,39227,2025-08-24 00:00:00,2025-08-28 00:00:00,FAILED,XETRA
T_00000204,PROD002,CP004,FX,USD,BUY,25040141.79,45333,2024-05-23 00:00:00,2024-05-24 00:00:00,FAILED,SGX
T_00000205,PROD008,CP004,FX,AUD,SELL,1482253.32,35826,2025-09-01 00:00:00,2025-09-04 00:00:00,CANCELLED,XETRA
T_00000206,PROD004,CP001,Equity,AUD,SELL,38608598.04,38716,2025-08-22 00:00:00,2025-08-23 00:00:00,PENDING,XETRA
T_00000207,PROD001,CP003,Credit,USD,SELL,15834594.76,13966,2025-10-11 00:00:00,2025-10-15 00:00:00,FAILED,NYSE
T_00000183,PROD001,CP001,Rates,USD,BUY,27737445.29,53484,2024-07-10 00:00:00,2024-07-15 00:00:00,FAILED,XETRA
T_00000209,PROD009,CP002,Credit,CHF,BUY,45260473.51,31817,2024-03-27 00:00:00,2024-04-01 00:00:00,PENDING,TSE
T_00000210,PROD008,CP001,Rates,GBP,SELL,21734378.79,55195,2025-05-19 00:00:00,2025-05-21 00:00:00,PENDING,ASX
T_00000211,PROD007,CP003,Commodity,USD,SELL,5349511.41,39933,2025-08-31 00:00:00,2025-09-04 00:00:00,FAILED,XETRA
T_00000212,PROD004,CP004,Rates,CAD,BUY,15022463.8,79065,2025-10-28 00:00:00,2025-10-30 00:00:00,CANCELLED,TSE
T_00000213,PROD005,CP004,Rates,JPY,BUY,39098936.51,42715,2025-12-12 00:00:00,2025-12-17 00:00:00,PENDING,SGX
T_00000214,PROD004,CP004,Rates,JPY,BUY,1346778.52,95318,2024-07-03 00:00:00,2024-07-08 00:00:00,CANCELLED,ASX
T_00000215,PROD007,CP001,Credit,JPY,SELL,32933489.76,93748,2025-10-10 00:00:00,2025-10-13 00:00:00,CANCELLED,SGX
T_00000216,PROD009,CP005,Equity,CAD,BUY,39536255.13,47125,2025-12-09 00:00:00,2025-12-10 00:00:00,PENDING,ASX
T_00000217,PROD007,CP003,Credit,CAD,BUY,28161451.39,84546,2024-06-19 00:00:00,2024-06-20 00:00:00,SETTLED,NYSE
T_00000218,PROD008,CP003,Credit,EUR,SELL,29026334.26,75398,2025-06-06 00:00:00,2025-06-11 00:00:00,PENDING,TSE
T_00000219,PROD003,CP003,Rates,USD,SELL,46027456.69,11254,2025-05-09 00:00:00,2025-05-13 00:00:00,CANCELLED,LSE
T_00000220,PROD002,CP003,Equity,GBP,BUY,36099975.17,59304,2024-12-22 00:00:00,2024-12-26 00:00:00,SETTLED,TSE
T_00000221,PROD006,CP005,Credit,EUR,SELL,25800179.1,72340,2025-11-24 00:00:00,2025-11-26 00:00:00,PENDING,XETRA
T_00000222,PROD004,CP004,Commodity,CHF,SELL,19779723.32,96651,2024-07-09 00:00:00,2024-07-13 00:00:00,CANCELLED,NYSE
T_00000223,PROD006,CP003,FX,EUR,SELL,28867817.91,70372,2024-07-29 00:00:00,2024-07-30 00:00:00,SETTLED,TSE
T_00000224,PROD010,CP001,Rates,JPY,SELL,29848944.49,80126,2025-05-16 00:00:00,2025-05-19 00:00:00,CANCELLED,SGX
T_00000225,PROD003,CP003,Equity,USD,BUY,45934210.31,77355,2025-11-20 00:00:00,2025-11-23 00:00:00,FAILED,NYSE
T_00000226,PROD007,CP004,FX,CHF,SELL,20912537.07,18071,2025-12-11 00:00:00,2025-12-15 00:00:00,PENDING,SGX
T_00000227,PROD006,CP001,Credit,USD,BUY,42099418.72,81188,2024-10-22 00:00:00,2024-10-25 00:00:00,PENDING,XETRA
T_00000228,PROD008,CP004,FX,CAD,BUY,34235148.83,54478,2025-06-01 00:00:00,2025-06-05 00:00:00,SETTLED,LSE
T_00000229,PROD008,CP005,Commodity,CHF,BUY,8411280.66,59943,2024-10-08 00:00:00,2024-10-11 00:00:00,SETTLED,TSE
T_00000230,PROD004,CP004,Equity,CHF,BUY,38000446.54,57851,2025-01-10 00:00:00,2025-01-11 00:00:00,FAILED,NYSE
T_00000231,PROD004,CP002,Commodity,AUD,SELL,21954056.1,15387,2024-12-22 00:00:00,2024-12-23 00:00:00,CANCELLED,LSE
T_00000232,PROD010,CP005,FX,GBP,SELL,28504147.17,69768,2024-07-30 00:00:00,2024-07-31 00:00:00,FAILED,TSE
T_00000233,PROD007,CP001,Rates,AUD,BUY,6780309.73,98317,2025-06-10 00:00:00,2025-06-11 00:00:00,PENDING,LSE
T_00000234,PROD005,CP004,Credit,CAD,SELL,24473446.84,75685,2024-11-25 00:00:00,2024-11-29 00:00:00,SETTLED,ASX
T_00000235,PROD008,CP003,Commodity,JPY,BUY,34735486.08,48375,2024-04-05 00:00:00,2024-04-08 00:00:00,SETTLED,ASX
T_00000236,PROD004,CP004,FX,JPY,SELL,42505461.88,70049,2025-10-12 00:00:00,2025-10-15 00:00:00,FAILED,TSE
T_00000237,PROD006,CP001,Equity,AUD,BUY,28307539.4,63615,2024-12-11 00:00:00,2024-12-13 00:00:00,CANCELLED,NYSE
T_00000238,PROD003,CP003,FX,EUR,SELL,49591920.1,56073,2024-06-10 00:00:00,2024-06-11 00:00:00,SETTLED,ASX
T_00000239,PROD004,CP004,Equity,GBP,BUY,2590311.97,82000,2024-03-25 00:00:00,2024-03-27 00:00:00,SETTLED,LSE
T_00000240,PROD006,CP001,Credit,USD,BUY,33999456.27,1218,2024-05-15 00:00:00,2024-05-20 00:00:00,CANCELLED,NYSE
T_00000241,PROD003,CP004,FX,GBP,BUY,5160973.46,48178,2024-04-01 00:00:00,2024-04-02 00:00:00,SETTLED,SGX
T_00000242,PROD003,CP004,Commodity,CAD,SELL,17560034.75,27926,2025-09-16 00:00:00,2025-09-20 00:00:00,PENDING,NYSE
T_00000243,PROD006,CP002,FX,JPY,SELL,36500727.44,46077,2024-05-23 00:00:00,2024-05-28 00:00:00,SETTLED,LSE
T_00000244,PROD005,CP002,Commodity,USD,BUY,38948703.66,90503,2025-09-06 00:00:00,2025-09-09 00:00:00,CANCELLED,TSE
T_00000245,PROD002,CP005,Equity,CHF,SELL,12054846.7,83635,2024-09-02 00:00:00,2024-09-03 00:00:00,FAILED,LSE
T_00000246,PROD002,CP001,Commodity,JPY,BUY,34147419.51,99973,2025-08-05 00:00:00,2025-08-10 00:00:00,SETTLED,TSE
T_00000247,PROD009,CP004,Credit,CAD,SELL,25331023.6,82389,2024-03-02 00:00:00,2024-03-06 00:00:00,SETTLED,ASX
T_00000248,PROD003,CP005,Rates,EUR,SELL,15496034.37,67018,2025-09-22 00:00:00,2025-09-23 00:00:00,SETTLED,TSE
T_00000249,PROD010,CP005,Equity,XYZ,SELL,46231463.09,15203,2024-09-01 00:00:00,2024-09-02 00:00:00,PENDING,NYSE
T_00000250,PROD009,CP003,FX,CHF,SELL,24821150.21,45444,2025-12-19 00:00:00,2025-12-18 00:00:00,PENDING,ASX
T_00000251,PROD007,CP003,Commodity,GBP,BUY,38571743.09,3848,2024-10-02 00:00:00,2024-10-03 00:00:00,FAILED,ASX
T_00000252,PROD010,CP002,Rates,JPY,BUY,25539583.19,7267,2025-10-04 00:00:00,2025-10-08 00:00:00,FAILED,NYSE
T_00000253,PROD001,CP002,Equity,USD,SELL,37039257.34,337,2025-11-21 00:00:00,2025-11-23 00:00:00,FAILED,XETRA
T_00000254,PROD007,CP002,Rates,CAD,BUY,27643686.56,93589,2024-07-02 00:00:00,2024-07-03 00:00:00,CANCELLED,ASX
T_00000255,PROD004,CP005,Equity,EUR,SELL,25102545.09,6904,2024-03-20 00:00:00,2024-03-21 00:00:00,SETTLED,XETRA
T_00000256,PROD005,CP005,Rates,EUR,BUY,22837852.05,48355,2024-11-14 00:00:00,2024-11-19 00:00:00,CANCELLED,TSE
T_00000257,PROD004,CP002,Equity,AUD,SELL,36623434.37,71639,2025-05-20 00:00:00,2025-05-22 00:00:00,SETTLED,LSE
T_00000258,PROD007,CP003,Equity,AUD,BUY,47549562.12,192,2025-10-13 00:00:00,2025-10-14 00:00:00,PENDING,XETRA
T_00000259,PROD004,CP005,Credit,USD,SELL,35582912.08,12194,2024-03-02 00:00:00,2024-03-04 00:00:00,CANCELLED,ASX
T_00000260,PROD007,CP002,FX,USD,SELL,3742449.39,74426,2024-04-07 00:00:00,2024-04-11 00:00:00,FAILED,TSE
T_00000261,PROD002,CP002,FX,EUR,BUY,15903567.91,35646,2025-02-06 00:00:00,2025-02-09 00:00:00,PENDING,NYSE
T_00000262,PROD005,CP004,Rates,JPY,BUY,26796691.53,27216,2025-04-22 00:00:00,2025-04-23 00:00:00,SETTLED,LSE
T_00000263,PROD002,CP002,Rates,EUR,SELL,2017450.08,42965,2024-11-07 00:00:00,2024-11-12 00:00:00,SETTLED,ASX
T_00000264,PROD009,CP002,Equity,CAD,SELL,42730210.63,72870,2024-06-27 00:00:00,2024-07-01 00:00:00,SETTLED,LSE
T_00000265,PROD002,CP005,Commodity,GBP,SELL,6536631.16,52506,2024-03-04 00:00:00,2024-03-06 00:00:00,SETTLED,NYSE
T_00000266,PROD006,CP001,Equity,AUD,SELL,40465123.97,12056,2024-07-21 00:00:00,2024-07-25 00:00:00,SETTLED,LSE
T_00000267,PROD007,CP002,Rates,CAD,BUY,24806823.43,50166,2025-03-19 00:00:00,2025-03-23 00:00:00,PENDING,TSE
T_00000268,PROD008,CP004,Commodity,GBP,SELL,30849241.25,84841,2024-06-01 00:00:00,2024-06-06 00:00:00,SETTLED,NYSE
T_00000269,PROD001,CP004,Rates,AUD,SELL,12458138.61,71259,2024-05-20 00:00:00,2024-05-25 00:00:00,CANCELLED,TSE
T_00000270,PROD004,CP001,Rates,CHF,BUY,8991613.87,41796,2025-05-29 00:00:00,2025-06-01 00:00:00,CANCELLED,SGX
T_00000271,PROD005,CP005,Equity,EUR,BUY,5007616.73,86097,2025-08-21 00:00:00,2025-08-23 00:00:00,CANCELLED,TSE
T_00000272,PROD006,CP005,Equity,CAD,SELL,15900900.41,96745,2024-06-26 00:00:00,2024-07-01 00:00:00,PENDING,SGX
T_00000273,PROD004,CP005,FX,USD,BUY,24522330.57,11831,2025-05-19 00:00:00,2025-05-21 00:00:00,CANCELLED,NYSE
T_00000274,PROD006,CP001,Equity,AUD,BUY,17038611.45,23261,2025-09-20 00:00:00,2025-09-22 00:00:00,PENDING,NYSE
T_00000275,PROD010,CP001,Rates,JPY,SELL,35227195.94,86788,2025-01-08 00:00:00,2025-01-11 00:00:00,FAILED,LSE
T_00000276,PROD009,CP005,Rates,CAD,BUY,32459364.1,22834,2025-03-23 00:00:00,2025-03-27 00:00:00,PENDING,XETRA
T_00000277,PROD007,CP005,Equity,CHF,BUY,36441818.97,92014,2025-12-06 00:00:00,2025-12-08 00:00:00,FAILED,SGX
T_00000278,PROD004,CP003,Rates,USD,BUY,7033027.76,97694,2025-08-02 00:00:00,2025-08-06 00:00:00,SETTLED,ASX
T_00000279,PROD006,CP003,Equity,USD,BUY,10485004.54,90856,2024-12-09 00:00:00,2024-12-12 00:00:00,SETTLED,XETRA
T_00000280,PROD009,CP004,Equity,GBP,SELL,24654606.59,49639,2025-03-05 00:00:00,2025-03-09 00:00:00,PENDING,LSE
T_00000281,PROD006,CP002,Credit,USD,BUY,13057124.37,13727,2024-02-04 00:00:00,2024-02-07 00:00:00,SETTLED,SGX
T_00000282,PROD007,CP002,Commodity,USD,SELL,44661415.41,92341,2024-04-05 00:00:00,2024-04-10 00:00:00,PENDING,NYSE
T_00000283,PROD009,CP003,Rates,CAD,SELL,34860137.99,94639,2024-07-29 00:00:00,2024-08-02 00:00:00,PENDING,NYSE
T_00000284,PROD007,CP001,Rates,XYZ,SELL,7680343.14,47295,2025-08-08 00:00:00,2025-08-12 00:00:00,PENDING,NYSE
T_00000285,PROD007,CP004,Credit,GBP,SELL,23679058.99,15140,2025-10-15 00:00:00,2025-10-16 00:00:00,SETTLED,ASX
T_00000286,PROD005,CP004,Credit,USD,SELL,18470713.84,58429,2024-07-08 00:00:00,2024-07-12 00:00:00,PENDING,TSE
T_00000287,PROD009,CP004,Commodity,AUD,BUY,4286279.88,45062,2024-06-03 00:00:00,2024-06-04 00:00:00,SETTLED,XETRA
T_00000288,PROD005,CP001,Credit,JPY,BUY,28636141.82,30887,2025-03-04 00:00:00,2025-03-08 00:00:00,PENDING,NYSE
T_00000289,PROD001,CP004,Equity,EUR,SELL,48608271.75,25261,2025-04-04 00:00:00,2025-04-06 00:00:00,PENDING,ASX
T_00000290,PROD009,CP003,Rates,JPY,SELL,4352285.02,72924,2025-09-01 00:00:00,2025-09-02 00:00:00,SETTLED,ASX
T_00000291,PROD010,CP005,Equity,CHF,BUY,20722705.5,19425,2025-06-19 00:00:00,2025-06-20 00:00:00,SETTLED,TSE
T_00000292,PROD010,CP004,Equity,CHF,BUY,19152790.6,63647,2024-12-18 00:00:00,2024-12-21 00:00:00,FAILED,XETRA
T_00000293,PROD004,CP001,Credit,CAD,SELL,1940087.84,43450,2025-09-15 00:00:00,2025-09-19 00:00:00,FAILED,NYSE
T_00000294,PROD004,CP002,Rates,USD,SELL,42911880.93,89765,2024-11-06 00:00:00,2024-11-10 00:00:00,FAILED,TSE
T_00000295,PROD008,CP005,Rates,CAD,BUY,22086388.19,53369,2025-09-11 00:00:00,2025-09-13 00:00:00,PENDING,NYSE
T_00000296,PROD004,CP002,Equity,EUR,BUY,43966750.24,3795,2025-06-02 00:00:00,2025-06-07 00:00:00,SETTLED,XETRA
T_00000297,PROD007,CP001,Equity,CHF,BUY,18418228.03,60847,2025-01-04 00:00:00,2025-01-07 00:00:00,FAILED,XETRA
T_00000298,PROD003,CP003,Equity,GBP,SELL,29344425.54,45844,2024-06-30 00:00:00,2024-07-04 00:00:00,SETTLED,XETRA
T_00000299,PROD004,CP003,Credit,EUR,BUY,42855702.26,84854,2025-08-08 00:00:00,2025-08-10 00:00:00,SETTLED,XETRA
T_00000300,PROD005,CP003,Credit,AUD,SELL,11189277.82,79737,2025-10-24 00:00:00,2025-10-25 00:00:00,FAILED,XETRA
T_00000301,PROD002,CP001,Commodity,CHF,SELL,41215716.76,52056,2025-04-22 00:00:00,2025-04-27 00:00:00,FAILED,TSE
T_00000302,PROD005,CP002,FX,GBP,BUY,32030096.69,36292,2025-05-08 00:00:00,2025-05-11 00:00:00,SETTLED,SGX
T_00000303,PROD007,CP004,Credit,GBP,BUY,32770373.12,38746,2024-11-23 00:00:00,2024-11-24 00:00:00,PENDING,TSE
T_00000304,PROD009,CP003,FX,GBP,BUY,45326418.75,88064,2024-08-15 00:00:00,2024-08-19 00:00:00,FAILED,NYSE
T_00000305,PROD006,CP001,FX,CAD,SELL,38146148.0,23996,2024-09-21 00:00:00,2024-09-26 00:00:00,PENDING,ASX
T_00000306,PROD008,CP001,Credit,GBP,BUY,18584749.81,76752,2025-03-06 00:00:00,2025-03-09 00:00:00,SETTLED,XETRA
T_00000307,PROD003,CP002,FX,USD,SELL,26492395.39,54147,2025-05-27 00:00:00,2025-05-31 00:00:00,CANCELLED,SGX
T_00000308,PROD003,CP003,Equity,GBP,BUY,38947279.93,63909,2025-04-13 00:00:00,2025-04-15 00:00:00,CANCELLED,TSE
T_00000309,PROD010,CP004,Credit,EUR,SELL,24479364.95,11540,2024-06-21 00:00:00,2024-06-23 00:00:00,CANCELLED,XETRA
T_00000310,PROD009,CP002,Equity,AUD,BUY,47503480.71,42234,2024-02-08 00:00:00,2024-02-11 00:00:00,PENDING,LSE
T_00000311,PROD003,CP001,Equity,GBP,SELL,19178140.26,77159,2024-12-18 00:00:00,2024-12-19 00:00:00,FAILED,XETRA
T_00000312,PROD008,CP003,FX,GBP,BUY,44398814.22,17537,2025-09-02 00:00:00,2025-09-06 00:00:00,CANCELLED,NYSE
T_00000313,PROD006,CP001,Credit,USD,SELL,29485052.05,22150,2024-05-14 00:00:00,2024-05-15 00:00:00,SETTLED,SGX
T_00000314,PROD008,CP004,Equity,JPY,SELL,2412704.59,15177,2025-11-08 00:00:00,2025-11-09 00:00:00,CANCELLED,ASX
T_00000315,PROD009,CP003,Commodity,USD,BUY,15056521.62,86726,2025-12-12 00:00:00,2025-12-13 00:00:00,CANCELLED,NYSE
T_00000316,PROD010,CP002,Rates,EUR,BUY,39238218.55,65240,2025-09-24 00:00:00,2025-09-25 00:00:00,FAILED,ASX
T_00000317,PROD006,CP002,Equity,JPY,BUY,45517921.02,90205,2024-06-13 00:00:00,2024-06-17 00:00:00,SETTLED,NYSE
T_00000318,PROD002,CP003,FX,CAD,SELL,38976531.6,9837,2025-11-16 00:00:00,2025-11-17 00:00:00,FAILED,TSE
T_00000319,PROD006,CP004,Equity,AUD,BUY,42612582.04,47215,2024-04-12 00:00:00,2024-04-13 00:00:00,SETTLED,NYSE
T_00000320,PROD005,CP001,Rates,CHF,SELL,17877012.68,57373,2025-11-10 00:00:00,2025-11-13 00:00:00,PENDING,NYSE
T_00000321,PROD007,CP002,Equity,AUD,BUY,34495431.66,62685,2025-04-12 00:00:00,2025-04-16 00:00:00,SETTLED,LSE
T_00000322,PROD007,CP003,Commodity,CHF,BUY,33919978.42,23759,2025-08-27 00:00:00,2025-09-01 00:00:00,PENDING,XETRA
T_00000323,PROD006,CP001,Commodity,CAD,BUY,2299570.3,34291,2024-04-25 00:00:00,2024-04-29 00:00:00,FAILED,SGX
T_00000324,PROD006,CP004,FX,JPY,BUY,33086001.43,32582,2025-12-18 00:00:00,2025-12-22 00:00:00,SETTLED,ASX
T_00000325,PROD008,CP003,FX,AUD,SELL,43470912.32,9813,2025-06-01 00:00:00,2025-06-05 00:00:00,FAILED,NYSE
T_00000326,PROD008,CP005,Credit,JPY,BUY,40855348.18,10333,2025-07-17 00:00:00,2025-07-21 00:00:00,CANCELLED,XETRA
T_00000327,PROD009,CP005,Equity,USD,BUY,5133063.43,54047,2025-05-24 00:00:00,2025-05-25 00:00:00,FAILED,SGX
T_00000328,PROD004,CP004,Rates,AUD,SELL,18167760.54,7114,2025-11-01 00:00:00,2025-11-04 00:00:00,FAILED,ASX
T_00000329,PROD005,CP005,Commodity,AUD,SELL,110845.19,46549,2024-04-09 00:00:00,2024-04-11 00:00:00,SETTLED,NYSE
T_00000330,PROD004,CP001,Credit,EUR,BUY,5348968.31,80066,2025-05-19 00:00:00,2025-05-23 00:00:00,CANCELLED,LSE
T_00000331,PROD002,CP004,Credit,CHF,BUY,46331399.9,88099,2024-04-20 00:00:00,2024-04-21 00:00:00,CANCELLED,NYSE
T_00000332,PROD003,CP005,FX,CHF,BUY,41940966.72,63299,2024-02-19 00:00:00,2024-02-23 00:00:00,SETTLED,XETRA
T_00000333,PROD004,CP003,Credit,CHF,SELL,44069646.96,54876,2025-09-12 00:00:00,2025-09-17 00:00:00,FAILED,XETRA
T_00000334,PROD006,CP005,FX,CHF,BUY,14946357.83,91947,2024-05-21 00:00:00,2024-05-26 00:00:00,PENDING,SGX
T_00000335,PROD009,CP005,Rates,EUR,BUY,49066793.48,85209,2025-12-04 00:00:00,2025-12-06 00:00:00,FAILED,SGX
T_00000336,PROD007,CP001,Commodity,GBP,BUY,33712500.03,69980,2025-08-07 00:00:00,2025-08-11 00:00:00,SETTLED,XETRA
T_00000337,PROD005,CP002,Equity,GBP,SELL,37509500.75,21095,2025-11-17 00:00:00,2025-11-20 00:00:00,PENDING,SGX
T_00000338,PROD009,CP004,FX,CAD,SELL,43242209.42,97310,2025-04-08 00:00:00,2025-04-13 00:00:00,SETTLED,XETRA
T_00000339,PROD004,CP005,Credit,GBP,BUY,2691055.81,97475,2025-12-02 00:00:00,2025-12-07 00:00:00,FAILED,SGX
T_00000340,PROD002,CP002,FX,CAD,BUY,14709591.91,23256,2025-09-09 00:00:00,2025-09-11 00:00:00,CANCELLED,NYSE
T_00000341,PROD006,CP004,FX,USD,BUY,29199718.9,33426,2025-07-23 00:00:00,2025-07-25 00:00:00,PENDING,TSE
T_00000342,PROD006,CP001,Rates,CHF,BUY,24528056.51,75062,2025-10-02 00:00:00,2025-10-05 00:00:00,PENDING,SGX
T_00000343,PROD004,CP002,Rates,GBP,SELL,26852260.59,12052,2025-06-01 00:00:00,2025-06-06 00:00:00,FAILED,TSE
T_00000344,PROD002,CP003,Credit,USD,BUY,41184596.36,85106,2025-09-25 00:00:00,2025-09-30 00:00:00,PENDING,NYSE
T_00000345,PROD005,CP001,Commodity,CAD,SELL,19294410.86,70810,2024-11-24 00:00:00,2024-11-25 00:00:00,CANCELLED,XETRA
T_00000346,PROD009,CP005,Equity,EUR,BUY,4118190.06,12578,2025-10-29 00:00:00,2025-11-03 00:00:00,PENDING,ASX
T_00000347,PROD007,CP001,FX,CHF,BUY,41783418.22,26946,2024-08-06 00:00:00,2024-08-10 00:00:00,CANCELLED,ASX
T_00000348,PROD010,CP002,Rates,USD,SELL,39710945.13,73150,2024-03-30 00:00:00,2024-04-01 00:00:00,CANCELLED,XETRA
T_00000349,PROD010,CP001,Commodity,USD,BUY,33665263.32,70102,2025-03-19 00:00:00,2025-03-23 00:00:00,SETTLED,TSE
T_00000350,PROD008,CP004,Credit,AUD,BUY,30328685.49,36900,2024-04-18 00:00:00,2024-04-21 00:00:00,CANCELLED,LSE
T_00000316,PROD005,CP003,Equity,EUR,BUY,14749628.49,83106,2024-05-19 00:00:00,2024-05-24 00:00:00,SETTLED,NYSE
T_00000352,PROD006,CP002,Credit,CAD,BUY,10503434.48,97181,2025-07-14 00:00:00,2025-07-17 00:00:00,PENDING,LSE
T_00000353,PROD001,CP005,Credit,AUD,BUY,33549224.59,74357,2024-09-15 00:00:00,2024-09-17 00:00:00,FAILED,ASX
T_00000354,PROD003,CP002,Equity,GBP,SELL,24360033.32,43366,2024-04-10 00:00:00,2024-04-15 00:00:00,SETTLED,LSE
T_00000355,PROD010,CP003,Rates,CHF,SELL,34673213.01,19975,2025-04-06 00:00:00,2025-04-09 00:00:00,PENDING,NYSE
T_00000356,PROD006,CP004,Credit,EUR,SELL,13834715.07,47119,2024-08-14 00:00:00,2024-08-18 00:00:00,FAILED,TSE
T_00000357,PROD003,CP005,FX,AUD,SELL,4099602.68,36781,2024-04-21 00:00:00,2024-04-26 00:00:00,SETTLED,ASX
T_00000358,PROD010,CP002,Equity,JPY,SELL,40632307.35,75878,2024-01-20 00:00:00,2024-01-21 00:00:00,CANCELLED,ASX
T_00000359,PROD008,CP005,Commodity,EUR,BUY,36661608.13,38142,2025-01-09 00:00:00,2025-01-14 00:00:00,CANCELLED,TSE
T_00000360,PROD003,CP004,FX,CHF,BUY,34208398.68,99249,2025-11-09 00:00:00,2025-11-14 00:00:00,PENDING,ASX
T_00000361,PROD004,CP001,FX,GBP,SELL,11588263.63,34650,2025-01-02 00:00:00,2025-01-06 00:00:00,CANCELLED,XETRA
T_00000362,PROD005,CP003,Commodity,CAD,BUY,5162147.42,68338,2024-02-17 00:00:00,2024-02-20 00:00:00,CANCELLED,ASX
T_00000363,PROD009,CP004,Rates,EUR,SELL,25833628.21,49327,2025-08-24 00:00:00,2025-08-25 00:00:00,CANCELLED,XETRA
T_00000364,PROD009,CP003,FX,USD,BUY,21995495.14,30146,2024-01-07 00:00:00,2024-01-09 00:00:00,PENDING,LSE
T_00000365,PROD008,CP004,Credit,USD,BUY,40558820.3,94406,2024-05-01 00:00:00,2024-05-05 00:00:00,PENDING,ASX
T_00000366,PROD009,CP001,Commodity,EUR,BUY,28674752.08,21120,2024-01-23 00:00:00,2024-01-25 00:00:00,SETTLED,LSE
T_00000367,PROD001,CP003,Equity,CAD,BUY,29968276.78,73873,2024-07-03 00:00:00,2024-07-07 00:00:00,CANCELLED,SGX
T_00000368,PROD003,CP005,Commodity,AUD,SELL,30042334.88,76369,2025-05-08 00:00:00,2025-05-12 00:00:00,PENDING,ASX
T_00000369,PROD002,CP001,FX,EUR,SELL,11491459.55,50524,2025-04-09 00:00:00,2025-04-10 00:00:00,PENDING,SGX
T_00000370,PROD002,CP001,Credit,CHF,BUY,1952789.14,69656,2025-05-02 00:00:00,2025-05-07 00:00:00,SETTLED,ASX
T_00000371,PROD008,CP004,Rates,EUR,BUY,34882442.71,56225,2025-06-18 00:00:00,2025-06-19 00:00:00,CANCELLED,LSE
T_00000372,PROD005,CP002,Equity,XYZ,BUY,14164050.13,71268,2024-08-26 00:00:00,2024-08-27 00:00:00,SETTLED,SGX
T_00000373,PROD010,CP003,Rates,JPY,SELL,18114127.22,20288,2025-12-05 00:00:00,2025-12-09 00:00:00,FAILED,SGX
T_00000374,PROD003,CP003,Commodity,JPY,SELL,20661994.69,73081,2025-11-27 00:00:00,2025-11-29 00:00:00,FAILED,TSE
T_00000375,PROD004,CP004,FX,USD,BUY,42750091.14,86414,2025-12-23 00:00:00,2025-12-25 00:00:00,PENDING,SGX
T_00000376,PROD003,CP004,Equity,USD,BUY,34853173.38,92641,2024-12-12 00:00:00,2024-12-17 00:00:00,PENDING,XETRA
T_00000377,PROD001,CP004,Credit,CHF,SELL,11089290.46,10491,2025-03-21 00:00:00,2025-03-24 00:00:00,SETTLED,LSE
T_00000378,PROD004,CP001,Commodity,GBP,BUY,42528531.25,67916,2025-03-25 00:00:00,2025-03-24 00:00:00,PENDING,ASX
T_00000379,PROD007,CP003,Credit,AUD,SELL,,36168,2024-09-01 00:00:00,2024-09-03 00:00:00,PENDING,SGX
T_00000380,PROD005,CP002,Commodity,GBP,BUY,45750533.69,45626,2024-04-02 00:00:00,2024-04-07 00:00:00,CANCELLED,XETRA
T_00000381,PROD005,CP003,Equity,CHF,SELL,5324141.35,9488,2024-09-24 00:00:00,2024-09-29 00:00:00,FAILED,ASX
T_00000382,PROD008,CP005,Equity,CAD,SELL,37873906.78,60143,2025-01-21 00:00:00,2025-01-23 00:00:00,SETTLED,TSE
T_00000383,PROD006,CP004,Rates,AUD,BUY,33845971.89,30138,2025-10-10 00:00:00,2025-10-12 00:00:00,FAILED,LSE
T_00000384,PROD006,CP003,FX,JPY,SELL,3802365.0,23395,2025-02-12 00:00:00,2025-02-15 00:00:00,PENDING,ASX
T_00000385,PROD005,CP002,FX,AUD,BUY,11743833.74,31727,2024-07-13 00:00:00,2024-07-15 00:00:00,PENDING,SGX
T_00000386,PROD010,CP001,Commodity,JPY,BUY,33790930.43,86957,2024-04-19 00:00:00,2024-04-20 00:00:00,CANCELLED,TSE
T_00000387,PROD009,CP003,Credit,EUR,BUY,43438573.01,64331,2025-05-19 00:00:00,2025-05-24 00:00:00,PENDING,NYSE
